Num_threads	10^6	10^7	10^8	10^9
28	0.0000946689397097	0.0008073896169662	0.0093969535082579	0.0726546403020620
29	0.0001024026423693	0.0009257420897484	0.0079126935452223	0.0741603467613459
30	0.0000911448150873	0.0008532293140888	0.0088296476751566	0.0738603156059980
31	0.0000873785465956	0.0009068157523870	0.0076390393078327	0.0754136331379414
32	0.0000842548906803	0.0008467920124531	0.0076999329030514	0.0737763587385416
33	0.0000870916992426	0.0008183345198631	0.0088740829378366	0.0718469619750977
34	0.0000805463641882	0.0007839296013117	0.0083849113434553	0.0800581630319357
35	0.0000837519764900	0.0008582081645727	0.0076933857053518	0.0778217930346727
36	0.0000758059322834	0.0007560625672340	0.0067464187741280	0.0732393804937601
37	0.0000825095921755	0.0007258206605911	0.0084973126649857	0.0752751994878054
38	0.0000730268657207	0.0007150862365961	0.0079453121870756	0.0741341188549995
39	0.0000699367374182	0.0007087327539921	0.0073689613491297	0.0768197868019342
40	0.0000678170472383	0.0006499793380499	0.0073479376733303	0.0748318005353212
41	0.0000654235482216	0.0007116887718439	0.0062752701342106	0.0737214758992195
42	0.0000782571732998	0.0006444696336985	0.0064450446516275	0.0724546853452921
43	0.0000748131424189	0.0007991287857294	0.0058632716536522	0.0724803488701582
44	0.0000614989548922	0.0005899965763092	0.0048940256237984	0.0708014331758022
45	0.0000603087246418	0.0005830917507410	0.0058048740029335	0.0714116618037224
46	0.0000596195459366	0.0005876719951630	0.0049893949180841	0.0745432581752539
47	0.0000693164765835	0.0005590114742517	0.0056766010820866	0.0713891740888357
48	0.0000557508319616	0.0005689617246389	0.0061150398105383	0.0718502923846245
49	0.0000555161386728	0.0005677454173565	0.0053919255733490	0.0677164010703564
50	0.0000543687492609	0.0005301553755999	0.0060376394540071	0.0735308807343245
51	0.0000531505793333	0.0005161780864000	0.0045971330255270	0.0711417533457279
52	0.0000528097152710	0.0005242843180895	0.0052972771227360	0.0714503135532141
53	0.0000541955232620	0.0005088690668344	0.0050276517868042	0.0714409556239843
54	0.0000600162893534	0.0005056839436293	0.0064472276717424	0.0671547241508961
55	0.0000479109585285	0.0004868675023317	0.0051555112004280	0.0688306149095297
56	0.0000506695359945	0.0004684552550316	0.0048343744128942	0.0655313581228256
57	0.0000460613518953	0.0004673600196838	0.0048843324184418	0.0710645746439695
58	0.0000592395663261	0.0005270149558783	0.0050985608249903	0.0665119308978319
59	0.0000458601862192	0.0004468727856874	0.0050448160618544	0.0713397040963173
60	0.0000460762530565	0.0004642754793167	0.0047036837786436	0.0632069129496813
61	0.0000411383807659	0.0005027409642935	0.0047754794359207	0.0702567789703608
62	0.0000439081341028	0.0005573444068432	0.0045893602073193	0.0667467638850212
63	0.0000629238784313	0.0004428811371326	0.0046175215393305	0.0685808975249529
64	0.0000412985682487	0.0004503335803747	0.0045157056301832	0.0640808250755072
65	0.0000401549041271	0.0004650671035051	0.0040505863726139	0.0603752583265305
66	0.0000421293079853	0.0005509573966265	0.0043398011475801	0.0538523849099874
67	0.0000405274331570	0.0004623867571354	0.0043783206492662	0.0659797359257936
68	0.0000518169254065	0.0004281960427761	0.0046910494565964	0.0632198508828878
69	0.0000417027622461	0.0004329122602940	0.0042080935090780	0.0546252988278866
70	0.0000403504818678	0.0004563052207232	0.0042321495711803	0.0590741541236639
71	0.0000390391796827	0.0004660282284021	0.0041172597557306	0.0588588062673807
72	0.0000481996685266	0.0004361867904663	0.0040037725120783	0.0521619152277708
73	0.0000419430434704	0.0004160162061453	0.0039660613983870	0.0579679533839226
74	0.0000373590737581	0.0004985239356756	0.0040133446455002	0.0473491139709949
75	0.0000371746718884	0.0004589837044477	0.0040675662457943	0.0524228010326624
76	0.0000404119491577	0.0004058368504047	0.0040375944226980	0.0527307949960232
77	0.0000353101640940	0.0004381705075502	0.0038749948143959	0.0509437788277864
78	0.0000405777245760	0.0004298649728298	0.0038996562361717	0.0495820958167315
79	0.0000380426645279	0.0003918409347534	0.0037647336721420	0.0455519352108240
80	0.0000386927276850	0.0003422014415264	0.0037799719721079	0.0499023329466581
81	0.0000322796404362	0.0004140380769968	0.0035969745367765	0.0484317243099213
82	0.0000316482037306	0.0003701504319906	0.0037941653281450	0.0462568216025829
83	0.0000334344804287	0.0004299413412809	0.0035571325570345	0.0438231583684683
84	0.0000316947698593	0.0020638778805733	0.0037108436226845	0.0426380857825279
85	0.0000453237444162	0.0004264041781425	0.0036599431186914	0.0479190610349178
86	0.0000356845557690	0.0003428272902966	0.0037236809730530	0.0451550669968128
87	0.0000402741134167	0.0004063416272402	0.0035852584987879	0.0435209348797798
88	0.0000372957438231	0.0004167798906565	0.0036376118659973	0.0443265587091446
89	0.0000381022691727	0.0004432443529367	0.0035287309437990	0.0445614084601402
90	0.0000358168035746	0.0003907233476639	0.0035726577043533	0.0454133711755276
91	0.0000456888228655	0.0003474280238152	0.0034041032195091	0.0448727775365114
92	0.0000306498259306	0.0003621336072683	0.0036035347729921	0.0450077112764120
93	0.0000363029539585	0.0003846604377031	0.0035845506936312	0.0432298257946968
94	0.0000465326011181	0.0003810431808233	0.0036460496485233	0.0446248762309551
95	0.0000538099557161	0.0003838855773211	0.0034856833517551	0.0427151974290609
96	0.0000393483787775	0.0003266725689173	0.0034085679799318	0.0402682777494192
97	0.0000403150916100	0.0003581847995520	0.0036109555512667	0.0399568807333708
98	0.0000384971499443	0.0003806687891483	0.0034410916268826	0.0412228982895613
99	0.0000425539910793	0.0003256425261497	0.0034840069711208	0.0412898939102888
100	0.0000424068421125	0.0003259256482124	0.0033890735358000	0.0388737749308348
